"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Nauru","NRU","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55224331.3279357","53550866.7422407","58571260.4993257","45183543.8137656","55224331.3279357","60244725.0850208","66938583.4278008","73632441.7705809","81999764.699056","107101733.484481","135550631.441297","140571025.198382","145591418.955467","137224096.026992","145591418.955467","145591418.955467","147264883.541162","149473856.794279",
"New Zealand","NZL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93340944104.087","92323071134.108","93333484316.6036","99298982471.7981","104381716152.653","109311106548.631","113263238866.816","115584950731.962","116506672861.603","122857603737.093","126426789930.81","130806627838.863","136921326186.72","143151239523.095","148917804828.572","153862943417.96","158295830678.336","163089282479.234","161276507469.327","161058509730.931","163512844236.388","167194758822.796","170948787650.206","175556569679.966","182254803498.395","189079028788.094","196202482341.061","203223153144.151","210049865029.678","214655160463.61","211966251407.905","219838699436.085",
"OECD members","OED","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32610832725376.5","33086798782277.9","33819800250372.6","34270738033960.4","35331181071815.9","36260040619585.9","37424518287355.5","38785144816976.2","39917052418266","41212025306693.6","42915921456808.1","43493521926815.5","44186478621041.4","45097008214394.1","46610981006600","47953666440450.8","49476691948516.3","50829841654917.7","51069418672960","49306301079414.5","50834298369991.5","51891366137602.7","52597359362167.6","53422735843688.6","54571187339536.1","55953732822330.2","57010892036380.4","58509203674545.9","59901732748496.1","60925254451341.6","58301268865388.9","61535917098637.1",
"Oman","OMN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54969772949.3981","58308679784.288","63214704614.5052","67034744354.9337","69632859659.2744","73112287983.2767","75339244341.9166","79884847072.0404","81995674768.0484","82267486797.1748","87656884881.9361","91586369936.3973","90578090742.1801","88160931866.0336","89300152435.7906","91523923712.1787","96440487187.2113","100734676910.57","108994999149.034","115657204689.888","117639552189.941","121044758120.326","131773103016.49","138661810901.148","140453671333.574","147500313483.563","154943804623.205","155414922984.09","157415274542.985","155638510926.183","150378373760.586","155028489155.237",
"Other small states","OSS","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289587046183.901","302290624538.981","316238864498.616","331228414240.007","360323190732.772","380824934059.731","418953127413.721","458526389102.559","490567462492.717","496407454346.459","535910123146.991","574430280036.548","594494966133.585","615985581404.942","639245409480.895","656473174933.349","674486639384.305","684023376824.365","698506232221.375","714045112431.9","678455014459.825","705376756046.367",
"Pakistan","PAK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","353344025646.943","371228772911.829","399835282840.639","406863378321.796","422069553503.65","443015215778.503","464486308313.24","469198038910.442","481163688212.242","498774917914.27","520023168397.642","538506966621.57","552014540011.61","583904607628.883","627971070988.893","668907111475.199","708365837909.72","742599864508","755234499189.925","776620161226.157","789098029047.005","810785645972.131","839220169540.934","876116120354.645","917071990560.495","960460018888.771","1013542107027.34","1058468637040.17","1123582479821.53","1151645490770.2","1136972520179.96","1210728914158.85",
"Panama","PAN","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26503373596.9466","28999727830.2739","31378192804.6327","33090106812.5557","34033223437.6182","34629376182.9366","36042151953.2156","38370831945.2936","41187826842.2605","42801239109.0796","43963452893.7938","44215923041.5863","45201562032.1286","47102511890.3831","50645600355.6242","54287666982.1873","58984888698.6","66053629145.3716","72563646850.8852","73465607406.7312","77747178226.933","86543203126.8795","95005821652.1158","101564974224.821","106710684783.348","112828466281.624","118417098761.645","125037975047.499","129646162013.626","133509322050.182","109551216265.867","126351852680.165",
"Peru","PER","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115857374579.764","118428549911.38","117788432792.831","123964759972.525","139222796570.106","149541148019.887","153726764495.18","163683377119.305","163042495225.226","165479834839.104","169938476178.581","170988512981.172","180313421017.577","187823516721.464","197136188349.39","209526316709.744","225301341565.557","244493383489.085","266807239125.777","269730975976.69","292206199250.197","310694647686.192","329770443729.172","349070319002.42","357385723339.321","369008781843.158","383596875076.523","393259049121.626","408868882462.974","418030128535.975","372244547110.28","421937366718.374",
"Philippines","PHL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260546656531.226","259409656766.962","260493026893.886","266176698160.904","277818377690.533","290668103076.219","307702265068.376","323660971265.235","321997060637.574","332772535085.67","347356307520.268","357948005500.658","371250266158.145","390135437286.547","415764325667.434","436313498745.595","459509742986.811","489466522833.647","510731333780.83","518128373476.702","556130498823.889","577587308295.791","617423226034.986","659102574170.73","700942323076.64","745440312681.171","798735245433.432","854095492048.794","908257834444.197","963829823124.879","872089659761.095","921826293241.613",
"Palau","PLW","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","262375993.182501","279273287.752837","289269572.914892","279829598.229391","293418208.249602","305037169.304642","303799805.424996","309940030.003886","292019572.009808","272774102.114265","273363549.197778","291634259.996468","296512126.872715","286468342.137545","304498275.33823","327454592.836273","327181583.385084","313836465.224199","314175747.889306","315419784.328033","286693852.015619","248468005.080204",
"Papua New Guinea","PNG","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11236831806.6857","12309600645.1595","14014367734.7747","16565303024.3254","17549631396.097","16968308845.3214","18280586233.4775","17566840915.4495","16904726792.5494","17218403125.7382","16788831174.1021","16768468234.8804","16741823049.4654","17104133260.9962","17569566785.9998","18684319943.1436","19695131205.8649","21234342978.429","21171392102.6482","22611135999.4937","24901294524.3651","25177087224.71","26349614287.7711","27357472891.9152","31062706268.2775","33106121770.1849","34923506542.8083","36157916582.9223","36056944774.6706","37672451169.6112","36479221042.6155","36588658705.7433",
"Poland","POL","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429105966251.813","399001699098.628","409036506484.197","424327560341.71","446786378213.743","478521013882.268","507785171347.612","540532252680.071","565615732738.48","591944533394.343","618943037196.466","626732865241.537","639492288012.437","661864230026.65","694843895872.382","719210922128.597","763306725189.133","817207893948.714","851530472386.161","875647382633.127","901344465050.676","946791946450.916","961421979842.391","969657107885.238","1006862448644.24","1050996236612.72","1082037503386.78","1137654421219.15","1205290348309.06","1258925622713.01","1233494434651.09","1317960597877.39",
"Pre-demographic dividend","PRE","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1088172021493.42","1008748565330.22","1032416450232.92","1028563702703.1","1030454129328.67","1065788099774.56","1125750179908.13","1198725334247.02","1278376482424.26","1332550019735.04","1402768590626.8","1466506717195.22","1545482180200.61","1543725047955.91","1717980929938.3","1821980933396.22","1936441903552.95","2055898098981.71","2183848460926.27","2283462735504.74","2431342234468.5","2532360366347.39","2648927185272.06","2798069899138.82","2940595722844.96","3037848069663.76","3120067709460.92","3176850803219.07","3263122787366.76","3369549517564.07","3290165672489.5","3390477590687.24",
"Puerto Rico","PRI","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76384995365.2788","78145204466.975","81711792089.4282","85506918336.2328","89086202548.9278","93138723306.9969","95293680941.6636","99944095676.5711","105471729373.635","111156339095.507","114793335082.028","122040779639.11","123159233815.86","123225025238.022","134005584588.738","131342975723.729","129491809403.777","127986069980.647","125625835029.188","123173084641.578","122664066796.432","122224303079.877","122260084379.649","121884957849.78","120434083855.791","119170196009","117665072947.615","114269312175.687","109286477623.541","111117095089.305","106279694207.201","106500153183.217",
"Korea, Dem. People's Rep.","PRK","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235173230914.062","245446083185.329","248120160356.76","243050379350.079","245395421587.74","255905168752.016","264872718127.852","276529416168.587","289824848114.984","301147080247.033","312639389062.2","318716074253.315","321173133039.012","318184548971.072","323876029531.764","326408248490.475","331712494082.697","340027131941.013","341112661504.386","330462853299.407","336205060026.742","330502468207.923","317093012692.047","314167370897.143","316656174341.047","322330798791.347","328840222198.501","340370495824.125","350068760634.558","359460265041.436","329623208076.296","347694443505.024",
"Paraguay","PRY","GDP, PPP (constant 2017 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35796536247.9502","37047141992.0308","37675620086.1501","39535424105.3392","41637885405.8876","44478759341.5558","45178759442.8601","47095475587.2229","47127518291.8995","46483718825.5559","45408020230.6101","45029292496.0957","45019654248.4648","46964838927.0002","48870398926.0772","49913044324.9159","52312422860.0508","55148605142.824","58731219632.8468","58577850495.1486","65077198479.732","67866648777.7044","67386123645.4735","72974506422.6375","76843059119.7061","79115424975.5924","82492091751.5538","86460026414.3883","89230422105.3981","88871845102.8092","88143286699.9692","91759288718.2909",
